ID,대사 그룹 ID,대사 출력 순서,화자,화자 감정 상태,대사 번호,호감도 증감,대사 텍스트_KR,다음 ID
ITM_067,DG_ITM002_Ruby_Response,2,Ruby,우호,1,0,…응?,ITM_068
ITM_068,,3,Player,,1,,사진에 담긴 것은 다름 아닌 곰돌이 무늬 잠옷을 입고 태평하게 자고 있는 루비의 모습이었다.,ITM_069
ITM_069,,4,Player,,1,,당신은 사진을 가리키며 지구의 모두가 이 사진을 봐야 한다고 광역 어그로를 끌었다!,ITM_070
ITM_070,,5,Ruby,,1,,ㅇ..응??..잠깐!! 너 지금 뭘 꺼낸거야!!!,ITM_071
ITM_071,,6,Player,,1,,당신은 당황하는 소녀의 모습을 더욱 부추기기 위해 최선을 다하였다!!,ITM_072
ITM_072,,7,Ruby,,1,,윽….!! 그거 이리내!!!,ITM_073
ITM_073,,8,Player,,1,,당신은 주위에서 웅성거리는 소란스러움을 느끼고 나서야 사진을 다시 가방에 담았다.,ITM_074
ITM_074,,9,Player,,1,,그녀는 얼굴을 들기 힘들어졌다..,END
ITM_075,DG_ITM003_Ask,1,Player,,1,,당신은 가방에서 곰 인형 하나를 꺼내 들었다!!,DG_ITM003_Ruby_Response_Router
ITM_076,DG_ITM003_Ruby_Response,2,Ruby,증오,1,0,…,ITM_077
ITM_077,,3,Player,,1,,이유 모르게 가운데가 날씬해진 인형이었다. 하지만 털의 풍성함이나 전체적인 인형의 상태를 보아하니 산 지 얼마 안 된 것 같았다.,ITM_078
ITM_078,,4,Player,,1,,당신은 곰 인형을 들고 인형의 푹신함으로 그녀를 유혹했다!,ITM_079
ITM_079,,5,Ruby,,1,,…,ITM_080
ITM_080,,6,Player,,1,,당신은 루비의 얼굴이 심하게 일그러지는 것을 보고 말았다.,ITM_081
ITM_081,,7,Player,,1,,이 일을 더 크게 벌리면 세상에 남아있을 수 없겠다고 느꼈다..,END
ITM_082,DG_ITM003_Ruby_Response,2,Ruby,경멸,1,1,"허, 남의 물건까지 훔치네? 쓰레기가.",ITM_083
ITM_083,,3,Player,,1,,이유 모르게 가운데가 날씬해진 인형이었다. 하지만 털의 풍성함이나 전체적인 인형의 상태를 보아하니 산 지 얼마 안 된 것 같았다.,ITM_084
ITM_084,,4,Player,,1,,당신은 곰 인형을 들고 인형의 푹신함으로 그녀를 유혹했다!,ITM_085
ITM_085,,5,Ruby,,1,,어이가 없네. 죽여 달라고 떼쓰는 거야? (눈치를 보며),ITM_086
ITM_086,,6,Player,,1,,당신은 위협에도 굴하지 않고 소녀의 본능을 이끌어 내기 위해 최선을 다하였다.,ITM_087
ITM_087,,7,Ruby,,1,,…크윽!,ITM_088
ITM_088,,8,Player,,1,,다행히 약간의 효과가 있는 것 같았다!,END
ITM_089,DG_ITM003_Ruby_Response,2,Ruby,무관심,1,1,"뭐야! 그건 내 거잖아!! 이 새끼가, 내 물건을 훔쳐?",ITM_090
ITM_090,,3,Player,,1,,이유 모르게 가운데가 날씬해진 인형이었다. 하지만 털의 풍성함이나 전체적인 인형의 상태를 보아하니 산 지 얼마 안 된 것 같았다.,ITM_091
ITM_091,,4,Player,,1,,당신은 곰 인형을 들고 인형의 푹신함으로 그녀를 유혹했다!,ITM_092
ITM_092,,5,Ruby,,1,,앗..아.. 푹신해보여…! ..가 아니라!!! 돌려주지 않겠다면 죽여서 돌려 받겠다!!,ITM_093
ITM_093,,6,Player,,1,,당신은 위협에도 굴하지 않고 소녀의 본능을 이끌어 내기 위해 최선을 다하였다.,ITM_094
ITM_094,,7,Ruby,,1,,"윽..! 젠장, 이 녀석이! 감히 날 도발해??",ITM_095
ITM_095,,8,Player,,1,,당신은 루비의 전투 태세가 약간 허술해진 것을 보고 인형을 다시 가방에 담았다.,ITM_096
ITM_096,,9,Player,,1,,그녀는 뭔가 아쉬운 표정을 하고 있었다..!,END
ITM_097,DG_ITM003_Ruby_Response,2,Ruby,흥미,1,1,..응?? 네가 왜 그걸 가지고 있어!?,ITM_098
ITM_098,,3,Player,,1,,이유 모르게 가운데가 날씬해진 인형이었다. 하지만 털의 풍성함이나 전체적인 인형의 상태를 보아하니 산 지 얼마 안 된 것 같았다.,ITM_099
ITM_099,,4,Player,,1,,당신은 곰 인형을 들고 인형의 푹신함으로 그녀를 유혹했다!,ITM_100
ITM_100,,5,Ruby,,1,,아앗.. 비겁하게 약점을 파고들다니! 넌 자존심도 없는거냐..!!,ITM_101
ITM_101,,6,Player,,1,,당신은 비난에도 굴하지 않고 소녀의 본능을 이끌어 내기 위해 최선을 다하였다.,ITM_102
ITM_102,,7,Ruby,,1,,크윽.. 그거 이리 내!!,ITM_103
ITM_103,,8,Player,,1,,당신은 루비의 손이 닿기 전에 재빠르게 인형을 다시 가방에 담았다.,ITM_104
ITM_104,,9,Player,,1,,그녀는 티나는 표정으로 어린 아이처럼 분함을 표현했다..,END
ITM_105,DG_ITM003_Ruby_Response,2,Ruby,우호,1,0,그건..! 내 곰 인형!!,ITM_106
ITM_106,,3,Player,,1,,이유 모르게 가운데가 날씬해진 인형이었다. 하지만 털의 풍성함이나 전체적인 인형의 상태를 보아하니 산 지 얼마 안 된 것 같았다.,ITM_107
ITM_107,,4,Player,,1,,당신은 곰 인형을 들고 인형의 푹신함으로 그녀를 유혹했다!,ITM_108
ITM_108,,5,Ruby,,1,,윽..! 그거 이리 내!,ITM_109
ITM_109,,6,Player,,1,,"앗, 이런! 루비는 번개같이 빠른 속도로 인형을 가로채갔다!",ITM_110
ITM_110,,7,Ruby,,1,,헤.. 으헤헤…,ITM_111
ITM_111,,8,Player,,1,,취재는 이미 안중에도 없이 그녀는 무아지경으로 인형을 껴안고 있었다..,END
ITM_112,DG_ITM004_Ask,1,Player,,1,,당신은 오래된 신문 하나를 꺼냈다.,DG_ITM004_DustyVeil_Response_Router
ITM_113,DG_ITM004_DustyVeil_Response,2,DustyVeil,증오,1,0,…,ITM_114
ITM_114,,3,Player,,1,,당신은 신문 구석에 있는 빌런 살해 사건에 대한 기사를 읽기 시작했다.,ITM_115
ITM_115,,4,Player,,1,,기사에는 무자비하게 살해당한 빌런들의 이름이 적혀있었다.,ITM_116
ITM_116,,5,DustyVeil,,1,,…,ITM_117
ITM_117,,6,Player,,1,,당신은 더스티 베일이 뭔가 만족스러운 듯한 감정을 느끼고 있는 것 같다고 느꼈다.,ITM_118
ITM_118,,7,Player,,1,,"하지만 그것도 잠시, 더 무거운 분위기로 변했다.",END
ITM_119,DG_ITM004_DustyVeil_Response,2,DustyVeil,경멸,1,3,그건 또 뭐야?,ITM_120
ITM_120,,3,Player,,1,,당신은 신문 구석에 있는 빌런 살해 사건에 대한 기사를 읽기 시작했다.,ITM_121
ITM_121,,4,Player,,1,,기사에는 무자비하게 살해당한 빌런들의 이름이 적혀있었다.,ITM_122
ITM_122,,5,DustyVeil,,1,,그래. 내가 했어.,ITM_123
ITM_123,,6,DustyVeil,,1,,그것들은 쓰레기였어. 누구라도 치웠어야 했던 놈들이야.,ITM_124
ITM_124,,7,Player,,1,,알 수 없는 자부심이 느껴진다.,END
ITM_125,DG_ITM004_DustyVeil_Response,2,DustyVeil,무관심,1,3,"그런 걸 꺼내다니, 무슨 생각이야?",ITM_126
ITM_126,,3,Player,,1,,당신은 신문 구석에 있는 빌런 살해 사건에 대한 기사를 읽기 시작했다.,ITM_127
ITM_127,,4,Player,,1,,기사에는 무자비하게 살해당한 빌런들의 이름이 적혀있었다.,ITM_128
ITM_128,,5,DustyVeil,,1,,…익숙한 이름이네.,ITM_129
ITM_129,,6,DustyVeil,,1,,전부 내 손으로 끝내버렸지만.,ITM_130
ITM_130,,7,Player,,1,,자랑스럽게 말하는 그녀에게서 당신은 오싹해지는 것을 느꼈다.,END
ITM_131,DG_ITM004_DustyVeil_Response,2,DustyVeil,흥미,1,3,뭘 꺼낸 거야? 신문?,ITM_132
ITM_132,,3,Player,,1,,당신은 신문 구석에 있는 빌런 살해 사건에 대한 기사를 읽기 시작했다.,ITM_133
ITM_133,,4,Player,,1,,기사에는 무자비하게 살해당한 빌런들의 이름이 적혀있었다.,ITM_134
ITM_134,,5,DustyVeil,,1,,그게 뭐? 특별한 거라도 있어?,ITM_135
ITM_135,,6,DustyVeil,,1,,엄청 궁금하면 못 알려줄 것도 없고…?,ITM_136
ITM_136,,7,Player,,1,,당신은 무슨 일이 있었는지 물어봤다.,ITM_137
ITM_137,,8,DustyVeil,,1,,내가 처리한 애들이야. 다 나쁜 짓 한 놈들만 있었으니까 안심해도 돼.,ITM_138
ITM_138,,9,Player,,1,,소름끼친 당신은 질문을 그만뒀다.,END
ITM_139,DG_ITM004_DustyVeil_Response,2,DustyVeil,우호,1,0,그건 뭐야? 재밌는 거야?,ITM_140
ITM_140,,3,Player,,1,,당신은 신문 구석에 있는 빌런 살해 사건에 대한 기사를 읽기 시작했다.,ITM_141
ITM_141,,4,Player,,1,,기사에는 무자비하게 살해당한 빌런들의 이름이 적혀있었다.,ITM_142
ITM_142,,5,DustyVeil,,1,,음… 별로 재미는 없네. 그 신문에 그런 것도 적혀있구나?,ITM_143
ITM_143,,6,Player,,1,,당신은 이 일과 그녀가 연관이 있는지 물어봤다.,ITM_144
ITM_144,,7,DustyVeil,,1,,그래. 내가 죽였지. 얼마나 좋았는데.,ITM_145
ITM_145,,8,Player,,1,,당신은 황홀감에 빠진 그녀를 보고 질문을 그만뒀다.,END
ITM_146,DG_ITM005_Ask,1,Player,,1,,당신은 낡은 손거울을 꺼냈다!,DG_ITM005_DustyVeil_Response_Router
ITM_147,DG_ITM005_DustyVeil_Response,2,DustyVeil,증오,1,0,…,ITM_148
ITM_148,,3,Player,,1,,당신은 뒷골목 구석에서 이 거울을 주웠다고 말했다.,ITM_149
ITM_149,,4,DustyVeil,,1,,…,ITM_150
ITM_150,,5,Player,,1,,더스티 베일의 몸이 떨리기 시작하는 것이 보인다.,ITM_151
ITM_151,,6,Player,,1,,아무래도 죽지 않을 방법을 찾아야 할 것 같다.,END
ITM_152,DG_ITM005_DustyVeil_Response,2,DustyVeil,경멸,1,1,그걸 네가 어떻게 들고 있는거지?,ITM_153
ITM_153,,3,Player,,1,,당신은 뒷골목 구석에서 이 거울을 주웠다고 말했다.,ITM_154
ITM_154,,4,DustyVeil,,1,,…더러워졌네. 이젠 쓸모 없어.,ITM_155
ITM_155,,5,Player,,1,,말과 달리 거울을 흘겨보는 눈빛이 느껴진다.,END
ITM_156,DG_ITM005_DustyVeil_Response,2,DustyVeil,무관심,1,1,그건 내 거울이잖아. 그걸 어디서 난거야?,ITM_157
ITM_157,,3,Player,,1,,당신은 뒷골목 구석에서 이 거울을 주웠다고 말했다.,ITM_158
ITM_158,,4,DustyVeil,,1,,별거 아니야. 오래전에 잃어버린 것 뿐이야.,ITM_159
ITM_159,,5,DustyVeil,,1,,뭐해? 빨리 안 돌려주고?,ITM_160
ITM_160,,6,Player,,1,,그녀는 관심 없다는 말과는 다른 행동을 보였다.,END
ITM_161,DG_ITM005_DustyVeil_Response,2,DustyVeil,흥미,1,1,그건… 예전에 잃어버렸던 건데?,ITM_162
ITM_162,,3,DustyVeil,,1,,네가 찾아준 거야?,ITM_163
ITM_163,,4,Player,,1,,당신은 뒷골목 구석에서 이 거울을 주웠다고 말했다.,ITM_164
ITM_164,,5,DustyVeil,,1,,고마워. 거의 포기하고 있었는데… 소중한 물건이거든.,ITM_165
ITM_165,,6,Player,,1,,분위기가 누그러진 듯한 기분이 든다.,END
ITM_166,DG_ITM005_DustyVeil_Response,2,DustyVeil,우호,1,0,그건 내 거울이잖아? 예전에 잃어버렸었는데.,ITM_167
ITM_167,,3,Player,,1,,당신은 뒷골목 구석에서 이 거울을 주웠다고 말했다.,ITM_168
ITM_168,,4,DustyVeil,,1,,남아있었구나… 아직까지도 있었을 줄이야.,ITM_169
ITM_169,,5,DustyVeil,,1,,찾아줘서 고마워.,ITM_170
ITM_170,,6,Player,,1,,더스티 베일은 얼굴을 붉히며 감사를 표현했다.,END
ITM_171,DG_ITM006_Ask,1,Player,,1,,당신은 혈흔이 묻은 종이 조각을 꺼냈다!,DG_ITM006_DustyVeil_Response_Router
ITM_172,DG_ITM006_DustyVeil_Response,2,DustyVeil,증오,1,0,…,ITM_173
ITM_173,,3,Player,,1,,피가 묻어있어 내용을 읽을 수 없는 종이 조각을 높이 들었다.,ITM_174
ITM_174,,4,DustyVeil,,1,,…,ITM_175
ITM_175,,5,Player,,1,,당신은 그녀의 자세가 달라지는 것과 함께 분위기가 무거워지는 것을 느꼈다.,ITM_176
ITM_176,,6,Player,,1,,아무래도 잘못된 선택을 한 것 같다.,END
ITM_177,DG_ITM006_DustyVeil_Response,2,DustyVeil,경멸,1,-3,"뭐, 자랑이라도 하는 거야?",ITM_178
ITM_178,,3,Player,,1,,피가 묻어있어 내용을 읽을 수 없는 종이 조각을 높이 들었다.,ITM_179
ITM_179,,4,DustyVeil,,1,,너… 그걸 어디서…,ITM_180
ITM_180,,5,DustyVeil,,1,,"뭐, 중요하진 않지. 너만 죽으면 끝일테니까.",ITM_181
ITM_181,,6,Player,,1,,당신은 당신에게 겨눠지는 칼을 보고 당신의 선택을 후회했다.,END
ITM_182,DG_ITM006_DustyVeil_Response,2,DustyVeil,무관심,1,-3,"뭐야, 그 더러운 종이는.",ITM_183
ITM_183,,3,Player,,1,,피가 묻어있어 내용을 읽을 수 없는 종이 조각을 높이 들었다.,ITM_184
ITM_184,,4,DustyVeil,,1,,너… 그걸 도대체 어디서…,ITM_185
ITM_185,,5,DustyVeil,,1,,분명히 한 장도 안 남았을텐데? 너…,ITM_186
ITM_186,,6,Player,,1,,당신은 더스티 베일이 칼을 고쳐 잡는 것을 보고 긴장했다.,END
ITM_187,DG_ITM006_DustyVeil_Response,2,DustyVeil,흥미,1,-3,너… 그걸 어디서 얻은 거야?,ITM_188
ITM_188,,3,Player,,1,,피가 묻어있어 내용을 읽을 수 없는 종이 조각을 높이 들었다.,ITM_189
ITM_189,,4,DustyVeil,,1,,그건… 아니야. 내가 한 게 아니야…!,ITM_190
ITM_190,,5,DustyVeil,,1,,너…너도 알잖아. 내가 한 게 아니라고!!!,ITM_191
ITM_191,,6,Player,,1,,당신은 그녀의 상태가 불안정해지는 것을 보고 긴장했다.,END
ITM_192,DG_ITM006_DustyVeil_Response,2,DustyVeil,우호,1,-3,너… 그게 뭔지는 알고 있어?,ITM_193
ITM_193,,3,Player,,1,,피가 묻어있어 내용을 읽을 수 없는 종이 조각을 높이 들었다.,ITM_194
ITM_194,,4,DustyVeil,,1,,내용. 뭔지 알겠어?,ITM_195
ITM_195,,5,Player,,1,,당신은 말라붙은 얼룩 탓에 내용을 읽을 수 없다고 말했다.,ITM_196
ITM_196,,6,DustyVeil,,1,,그래. 그렇겠지… 그러면 그걸 왜 들고 온거야?,ITM_197
ITM_197,,7,Player,,1,,당신은 그녀의 날카로운 눈빛을 보고 무언가 잘못됐음을 느꼈다.,END
